language,books,url,title,description,theme
hin,rev,https://youtu.be/t8mITUvRB40,अवलोकन: प्रकाशितवाक्य अध्याय 12-22,"प्रकाशितवाक्य की पुस्तक पर बने हमारे ""बाइबल पढ़ें"" वीडियो देखें, जो पुस्तक की साहित्यिक रचना और उसके विचारों के प्रवाह को विभाजित करता है। प्रकाशितवाक्य में, यहून्ना का दर्शन प्रकट करता हैं कि यीशु ने अपनी मृत्यु और पुनरुत्थान से बुराई पर जाया पा ली है, और एक दिन वे दुनिया के सच्चे राजा के रूप में वापस आएंगे।",नया नियम
tel,OT,https://youtu.be/8sTlZftcsp4,సారాంశం: తనాక్ / పాత నిబంధన,"హీబ్రూ బైబిల్ లేక తనాక్ అని పిలిచే పాత నిబంధన పర్యావలోకనం వీడియో మొత్తం పాత నిబంధనలోని సాహిత్య నిర్మాణం, దాని ఆలోచనా సరళిని మనకు వెల్లడి చేస్తుంది.",లేఖనాలు చదవండి
tel,gen,https://youtu.be/Kcfj4k47PZg,సారాంశం: ఆదికాండం 1-12,"ఆదికాండం గ్రంథంపై లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఆదికాండంలో వారి ఎడతెగని వైఫల్యాలు, బుద్ధి హీనతలకు అతీతంగా ఆ ఎదురాడే మానవాళిని అబ్రాహాము సంతానం ద్వారా దీవిస్తానని వాగ్దానం చేశాడు. మొదటి భాగం ఆదికాండం మొదటి 11 అధ్యాయాలు, రెండవ భాగం 12 నుండి 50 అధ్యాయాలు ధ్యానిస్తాయి.",లేఖనాలు చదవండి
tel,gen,https://youtu.be/IFsnq1EglLQ,సారాంశం: ఆదికాండం 12-50,"ఆదికాండం గ్రంథంపై లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఆదికాండంలో వారి ఎడతెగని వైఫల్యాలు, బుద్ధి హీనతలకు అతీతంగా ఆ ఎదురాడే మానవాళిని అబ్రాహాము సంతానం ద్వారా దీవిస్తానని వాగ్దానం చేశాడు. మొదటి భాగం ఆదికాండం మొదటి 11 అధ్యాయాలు, రెండవ భాగం 12 నుండి 50 అధ్యాయాలు ధ్యానిస్తాయి.",లేఖనాలు చదవండి
tel,exo,https://youtu.be/7T5dQmEtITs,సారాంశం: నిర్గమకాండం గ్రంథం 1-18,"గ్రంథం యొక్క సాహిత్య రూపకల్పన మరియు ఆలోచన యొక్క ప్రవాహాన్ని విచ్ఛిన్నం చేసే ఇది ఎక్సోడస్ బుక్లో మా గ్రంథం వీడియోను చూడండి. ఎక్సోడస్ లో, దేవుడు ఇశ్రాయేలీయులను ఈజిప్టు బానిసత్వము నుండి రక్షిస్తాడు మరియు ఫరో యొక్క దుష్ట మరియు అన్యాయాలను ఎదుర్కుంటాడు.",లేఖనాలు చదవండి
tel,exo,https://youtu.be/YEuDb3KLENY,సారాంశం: నిర్గమకాండం గ్రంథం 19-40,"నిర్గమకాండంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. దేవుడు ఇశ్రాయేలీయుల్ని ఒక నిబంధన లోకి పిలిచి ప్రత్యక్ష గుడారంలో వారి మధ్య నివసించాడు. అయితే ఇశ్రాయేలీయులు తిరుగుబాటు చేసి ఆ సంబంధాన్ని పాడు చేశారు. రెండవ భాగం 19 నుండి 40 అధ్యాయాలను పరిశీలిస్తుంది.",లేఖనాలు చదవండి
tel,heb,https://youtu.be/xoljkMu4qH4,సారాంశం: హెబ్రీయులకు రాసిన పత్రిక,"ఈ లేఖన పఠనం వీడియో ఈ పత్రిక యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. హెబ్రీ పత్రికలో ఏవిధంగా యేసు దేవుని ప్రేమ, కనికరాల అంతిమ ప్రత్యక్షత అనీ ఆయన మన ఆరాధనకు పాత్రుడనీ స్పష్టం చేశాడు.",లేఖనాలు చదవండి
tel,lev,https://youtu.be/dWjKg4UY6hQ,సారాంశం: లేవీయకాండం,"లేవీయకాండంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. లేవీకాండం లో ప్రజలు పాపం చేసినప్పటికీ వివిధ రకాల ఆచారాలు, శుద్ధీకరణ ప్రక్రియల ద్వారా తన సన్నిధిలో నివసించమని దేవుడు వారిని ఆహ్వానించాడు.",లేఖనాలు చదవండి
tel,num,https://youtu.be/pmY3PM5ai-M,సారాంశం: సంఖ్యాకాండం గ్రంథం,"సంఖ్యాకాండంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. అబ్రాహాముకు వాగ్దానం చేసిన దేశానికి ప్రయాణమై ఇశ్రాయేలీయులు అరణ్యం గుండా ప్రయాణించారు. వారు పదే పదే చేసిన తిరుగుబాటులకు దేవుడు వారిని శిక్షించాడు.",లేఖనాలు చదవండి
tel,deu,https://youtu.be/T3KIuckOHY0,సారాంశం: ద్వితీయోపదేశ కాండం గ్రంథం,"ద్వితీయోపదేశకాండంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ గ్రంథంలో ఇశ్రాయేలీయులు తమ వాగ్దాన దేశంలో ప్రవేశింపక ముందు మోషే వారికి తన చివరి జ్ఞాన వాక్కులు, హెచ్చరికలు వినిపించి దేవునికి నమ్మకస్తులుగా జీవించమని వారిని సవాలు చేశాడు.",లేఖనాలు చదవండి
tel,jos,https://youtu.be/EbsbdBmd9YM,సారాంశం: యెహోషువ,"యెహోషువ గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. మోషే మరణించిన తరవాత యెహోషువ ఇశ్రాయేలును అప్పటివరకు కనానీయుల స్వాధీనంలో ఉన్న వాగ్దానదేశాన్ని స్వాధీనం చేసుకొని అందులో స్థిరపడడంలో నడిపించాడు.",లేఖనాలు చదవండి
tel,jdg,https://youtu.be/LG-ADVy3gow,సారాంశం: న్యాయాధిపతులు గ్రంథం,"న్యాయాధిపతులు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ గ్రంథంలో ఇశ్రాయేలీయులు దేవునినుండి తిరిగిపోయి దాని ఫలితాలు అనుభవించారు. దేవుడు న్యాయాధిపతులను లేపి వారిని తిరుగుబాటు, పశ్చాత్తాపం, పునరుద్ధరణ అనే చక్రంలో నడిపించాడు.",లేఖనాలు చదవండి
tel,rut,https://youtu.be/V29nFaIDysc,సారాంశం: రూతు గ్రంథం,"రూతు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ గ్రంథంలో ఒక ఇశ్రాయేలు కుటుంబం విషాదకరమైన నష్టాన్ని ఎదుర్కొంది. ఒక అన్యురాలైన స్త్రీని వాడుకొని దేవుడు దావీదు కుటుంబాన్ని పునరుద్ధరించాడు.",లేఖనాలు చదవండి
tel,1sa,https://youtu.be/XMbiKv9tApc,సారాంశం: సమూయేలు 1వ గ్రంథం,"1 సమూయేలు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ గ్రంథంలో దేవుడు ఇశ్రాయేలీయుల్ని పాలించడానికి అయిష్టంగానే రాజులను లేవదీశాడు. మొదటి రాజు విఫలం చెందాడు గాని, రెండవ రాజైన దావీదు నమ్మకమైన వాడు.",లేఖనాలు చదవండి
tel,2sa,https://youtu.be/zWSRHU9CDQs,సారాంశం: సమూయేలు 2వ గ్రంథం,"2 సమూయేలు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ గ్రంథంలో దావీదు దేవునికి అత్యంత నమ్మకమైన రాజుగా ఉన్నాడు. కానీ ఒకసారి తిరుగుబాటు చేయడంతో అది తన కుటుంబం, రాజ్యం నెమ్మదిగా పతనం కావడానికి కారణం అయ్యింది.",లేఖనాలు చదవండి
tel,isa,https://youtu.be/g_SzMeUv9bo,సారాంశం: యెషయా గ్రంథం 1-39,"యెషయా గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియోలు ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తున్నాయి. దేవుని తీర్పు లేక శిక్ష ఇశ్రాయేలును పవిత్రపరచి తన ప్రజలను రాబోతున్న మెస్సీయ రాజు కోసం నూతన యెరూషలేము కోసం సిద్ధపరుస్తుందని యెషయా ప్రకటించాడు.",లేఖనాలు చదవండి
tel,"1ki, 2ki",https://youtu.be/0V_Z1mB3jcw,సారాంశం: 1-2 రాజులు,"1,2 రాజులు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. దావీదు కుమారుడైన సొలోమోను ఇశ్రాయేలీయుల్ని ఉన్నతమైన స్థితికి చేర్చాడు. అయితే అతడు కూడా చివరిలో విఫలమై ఇశ్రాయేలీయులు అంతర్యుద్ధంలోకీ, ఆ తర్వాత అంతిమంగా వినాశనానికీ, చెరలోకి వెళ్ళడానికి కారణమయ్యాడు.",లేఖనాలు చదవండి
tel,"1ch, 2ch",https://youtu.be/nuwhaHMsJjg,సారాంశం: దిన వృత్తాంతాలు,"1-2 దిన వృత్తాంతాలు గ్రంథంపైని ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. దినవృత్తాంతాలు గ్రంథం పాత నిబంధన గ్రంథం కథ అంతటినీ తిరిగి చెప్పింది. దానితోబాటు మెస్సీయ రాజులో, పునరుద్ధరించిన మందిరంలో భవిష్యత్తు నిరీక్షణను నొక్కి చెప్పింది.",లేఖనాలు చదవండి
tel,"ezr, neh",https://youtu.be/GN1r_m9QYjc,సారాంశం: ఎజ్రా-నెహెమ్యా గ్రంథాలు,"ఎజ్రా నెహెమ్యా గ్రంథాలపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథాల యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ గ్రంథాల్లో అనేకమంది ఇశ్రాయేలీయులు చెరనుండి యెరూషలేముకు తిరిగి వచ్చి వివిధ రకాల ఆధ్యాత్మిక, నైతిక వైఫల్యాలు ఉన్నప్పటికీ కొంత వరకు విజయాలు సాధించారు.",లేఖనాలు చదవండి
tel,est,https://youtu.be/M-ZW7Eu_r4k,సారాంశం: ఎస్తేరు,"ఎస్తేరు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఎస్తేరు గ్రంథంలో దేవుడు చెరలో ఉన్న ఇద్దరు ఇశ్రాయేలీయ వ్యక్తులను ఉపయోగించుకొని తన ప్రజలను నిశ్చితమైన వినాశనం నుండి కాపాడాడు. ఈ గ్రంథంలో దేవుడు, ఆయన పని గురించిన ప్రస్తావన నేరుగా కనిపించదు.",లేఖనాలు చదవండి
tel,job,https://youtu.be/642R0IbWwtw,సారాంశం: యోబు,"యోబు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. మానవుని బాధలకు దేవునికి ఉన్న సంబంధం అనే సంక్లిష్టమైన అంశాన్ని యోబు పరిశోధించాడు. చివరికి దేవుని జ్ఞానాన్ని, ఆయన లక్షణాలను విశ్వసించి ఆయనలో నమ్మకముంచ వలసిందిగా మనల్ని ప్రోత్సహించాడు.",లేఖనాలు చదవండి
tel,psa,https://youtu.be/VZ5NPOd8bzw,సారాంశం: కీర్తనలు,"కీర్తనలు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. దేవుని ప్రజలు ఆయన మెస్సీయ కోసం, ఆయన రాజ్యం కోసం కనిపెడుతూ ఉండగా కీర్తనలు గ్రంథం వారికి ఒక ప్రార్థనా గ్రంథంగా ఉపయోగపడింది.",లేఖనాలు చదవండి
eng,ezk,https://youtu.be/R-CIPu1nko8,Overview: Ezekiel 1-33,"Watch our overview video on the first part of the book of Ezekiel, which breaks down the literary design of the book and its flow of thought. Among the exiles in Babylon, Ezekiel shows that Israel deserved this judgment, and also that God’s justice creates hope for the future.",Old Testament
tel,pro,https://youtu.be/h0_EPL66zLk,సారాంశం: సామెతలు,"సామెతలు గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ వీడియో యేసు కథలో దాని పాత్రను గ్రహించడానికి మీకు సహాయపడుతుంది. అదే సమయంలో అది బైబిల్ సమగ్ర చట్రంలో పని చేసింది.",లేఖనాలు చదవండి
tel,ecc,https://youtu.be/br3-VpyniJc,సారాంశం: ప్రసంగి,"ప్రసంగి గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఈ గ్రంథం మరణాన్నీ, అనూహ్యమైన సంగతులనూ, దేవుని మంచితనంపై మనకున్న సరళమైన నమ్మకానికి అవి చూపే సవాళ్ళను ఎదుర్కొనేలా మనల్ని బలవంతం చేస్తుంది.",లేఖనాలు చదవండి
tel,sng,https://youtu.be/bJNOvuoihOc,సారాంశం: పరమగీతం,"పరమగీతం అనే గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. ఇది ప్రాచీన ఇశ్రాయేలు ప్రేమ గీతాల సంకలనం. అవి అందాన్నీ, ప్రేమ, లైంగిక వాంచలు అనే దేవుని బహుమానాన్ని గురించి గానం చేస్తాయి.",లేఖనాలు చదవండి
tel,isa,https://youtu.be/SNAXuIfWcDk,సారాంశం: యెషయా గ్రంథం 40-66,"యెషయా గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియోలు ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తున్నాయి. దేవుని తీర్పు లేక శిక్ష ఇశ్రాయేలును పవిత్రపరచి తన ప్రజలను రాబోతున్న మెస్సీయ రాజు కోసం నూతన యెరూషలేము కోసం సిద్ధపరుస్తుందని యెషయా ప్రకటించాడు. మొదటి భాగం మొదటి 39 అధ్యాయాలను ధ్యానిస్తే, రెండవ భాగం 40 నుండి 66 అధ్యాయాలను పరిశోధించింది.",లేఖనాలు చదవండి
tel,jer,https://youtu.be/rP3E-D64Vec,సారాంశం: యిర్మీయా,"ఇర్మీయా గ్రంథంపై ఉన్న ఈ లేఖన పఠన వీడియో ఈ గ్రంథం యొక్క సాహితీ నిర్మాణం, దాని ఆలోచన సరణిని వెల్లడి చేస్తుంది. దేవుడు ఇశ్రాయేలును బబులోనుకు చెరగా పంపించడం ద్వారా వారిని శిక్షిస్తాడు అని ఇర్మీయా ప్రకటించాడు. తన ప్రవచనం నెరవేరేవరకు అతడు ఆ భయానకమైన పరిస్థితుల మధ్య జీవించాడు.",లేఖనాలు చదవండి
